Unnamed: 0,property_type,sector,bedRoom,bathroom,balcony,agePossession,built_up_area,servant room,store room,furnishing_type,luxury_category,floor_category,price
1880,0.0,71.0,3,3,4.0,1.0,2034.0,0,0,2,1.0,2.0,3.35
1881,0.0,83.0,4,5,4.0,0.0,3374.0,1,1,1,2.0,2.0,3.1
1882,0.0,8.0,3,4,4.0,3.0,1186.0,1,0,2,0.0,2.0,1.1
1883,1.0,31.0,4,3,2.0,3.0,8829.0,0,0,2,1.0,1.0,4.0
1884,0.0,4.0,4,5,4.0,3.0,2600.0,1,0,2,0.0,2.0,2.5
1885,0.0,55.0,3,3,3.0,3.0,1633.0,0,0,1,1.0,1.0,2.09
1886,0.0,55.0,3,3,3.0,3.0,2030.0,0,0,1,1.0,0.0,2.35
1887,0.0,111.0,2,2,3.0,3.0,1095.0,0,0,1,2.0,2.0,0.67
1889,0.0,73.0,2,2,3.0,4.0,1141.0,0,0,1,2.0,2.0,1.9
1890,0.0,111.0,3,3,3.0,3.0,1281.0,0,0,1,0.0,1.0,0.7
1891,0.0,43.0,2,2,3.0,0.0,1068.1,0,0,2,2.0,1.0,0.78
1892,1.0,55.0,3,3,1.0,2.0,1701.0,0,0,2,1.0,1.0,3.75
1893,0.0,34.0,2,2,0.0,2.0,1056.0,0,0,1,2.0,2.0,1.35
1894,0.0,1.0,4,5,4.0,1.0,5249.0,1,0,1,0.0,0.0,5.5
1895,0.0,74.0,2,3,3.0,3.0,1470.0,1,0,2,2.0,0.0,1.85
1896,0.0,89.0,2,2,3.0,3.0,1611.0,0,0,2,0.0,2.0,0.95
1897,0.0,63.0,1,1,1.0,2.0,672.0,0,0,2,2.0,2.0,0.47
1898,0.0,73.0,2,2,2.0,4.0,1140.0,0,0,1,1.0,0.0,1.99
1899,0.0,43.0,3,3,3.0,3.0,1350.0,0,0,1,1.0,2.0,1.25
1900,0.0,87.0,2,2,2.0,3.0,1140.0,0,1,2,2.0,2.0,0.75
1901,1.0,72.0,3,3,4.0,1.0,2771.0,1,0,2,0.0,2.0,3.85
1902,0.0,103.0,3,4,3.0,1.0,1697.0,1,0,1,2.0,2.0,0.96
1903,0.0,61.0,3,3,4.0,2.0,1991.0,1,0,2,2.0,2.0,1.69
1904,0.0,99.0,3,3,3.0,3.0,1993.0,0,0,1,1.0,0.0,1.45
1905,1.0,11.0,4,4,4.0,3.0,5400.0,1,0,1,2.0,1.0,6.25
1906,0.0,111.0,2,2,2.0,0.0,521.0,0,0,1,1.0,1.0,0.26
1907,0.0,6.0,3,4,4.0,3.0,2072.0,1,0,1,0.0,0.0,1.73
1908,0.0,54.0,3,5,4.0,0.0,3200.0,1,0,2,1.0,2.0,6.25
1909,0.0,17.0,4,4,4.0,4.0,2553.0,1,0,1,2.0,2.0,2.87
1910,0.0,15.0,3,4,2.0,3.0,2086.0,1,0,2,0.0,2.0,2.65
1911,0.0,27.0,2,2,2.0,3.0,1200.0,0,0,0,2.0,2.0,1.65
1912,0.0,103.0,3,3,4.0,3.0,1572.0,0,0,1,2.0,0.0,1.2
1913,1.0,20.0,3,3,3.0,0.0,2250.0,0,0,1,1.0,1.0,5.0
1915,0.0,83.0,4,5,4.0,3.0,2376.0,1,0,2,0.0,0.0,3.19
1916,0.0,92.0,3,4,4.0,3.0,1854.0,1,0,0,0.0,0.0,2.3
1917,0.0,92.0,3,4,4.0,3.0,1825.0,1,0,2,2.0,0.0,2.3
1918,0.0,103.0,4,4,4.0,3.0,2468.0,1,0,1,2.0,0.0,1.75
1919,0.0,7.0,3,2,1.0,3.0,1056.0,0,0,2,1.0,1.0,0.45
1920,0.0,55.0,3,4,3.0,3.0,2060.0,0,0,2,1.0,2.0,2.55
1921,0.0,54.0,3,3,3.0,0.0,1869.0,0,0,1,1.0,0.0,3.45
1922,0.0,107.0,2,2,2.0,1.0,571.0,0,0,1,1.0,2.0,0.4
1923,0.0,92.0,3,3,4.0,3.0,1881.0,1,0,0,2.0,2.0,2.21
1924,0.0,0.0,3,3,3.0,1.0,1529.0,0,0,1,1.0,1.0,1.6
1925,1.0,47.0,3,3,1.0,2.0,57.0,0,0,1,1.0,1.0,0.6
1927,0.0,39.0,2,2,4.0,4.0,1253.0,0,0,1,1.0,2.0,0.95
1928,1.0,98.0,4,5,4.0,0.0,3194.0,1,0,2,1.0,2.0,2.5
1929,0.0,4.0,3,3,3.0,3.0,1653.0,0,0,1,0.0,1.0,1.77
1930,0.0,80.0,4,5,4.0,0.0,2169.0,1,0,2,0.0,2.0,2.0
1931,0.0,10.0,4,5,3.0,1.0,2343.0,1,0,0,2.0,0.0,4.1
1932,0.0,89.0,3,4,3.0,1.0,1643.0,1,0,1,1.0,0.0,1.85
1933,0.0,107.0,2,2,2.0,3.0,1234.0,0,0,2,2.0,2.0,0.56
1934,0.0,57.0,3,3,4.0,2.0,2357.0,1,0,2,2.0,0.0,3.0
1935,0.0,109.0,2,2,1.0,1.0,577.0,0,0,1,1.0,1.0,0.32
1937,0.0,109.0,3,5,3.0,1.0,1807.0,1,0,1,1.0,2.0,1.56
1940,0.0,89.0,3,3,4.0,3.0,2244.0,0,0,1,1.0,2.0,2.5
1941,0.0,14.0,2,1,1.0,3.0,543.0,0,0,1,1.0,1.0,0.22
1942,0.0,111.0,2,2,2.0,3.0,711.0,0,0,1,1.0,2.0,0.3
1943,0.0,101.0,3,3,3.0,1.0,1288.0,0,0,1,2.0,2.0,1.25
1944,1.0,31.0,5,5,3.0,2.0,4518.0,1,1,2,2.0,1.0,13.5
1945,1.0,104.0,4,4,4.0,0.0,3400.0,1,1,2,2.0,2.0,2.5
1947,1.0,50.0,5,4,4.0,0.0,1836.0,1,0,2,2.0,2.0,6.5
1948,0.0,50.0,3,3,2.0,2.0,1527.0,0,1,2,2.0,1.0,2.35
1949,0.0,60.0,3,4,3.0,2.0,3222.0,1,0,2,1.0,2.0,5.0
1950,0.0,17.0,3,3,3.0,1.0,2210.0,1,0,1,0.0,0.0,2.35
1951,1.0,79.0,2,4,3.0,2.0,900.0,1,0,2,1.0,2.0,0.9
1952,0.0,95.0,3,3,3.0,3.0,1387.0,1,0,1,1.0,2.0,1.35
1954,0.0,80.0,3,4,3.0,1.0,1527.0,1,0,1,1.0,1.0,1.8
1955,0.0,4.0,3,4,3.0,3.0,1945.0,1,0,1,2.0,0.0,2.15
1956,0.0,50.0,4,4,4.0,2.0,2801.0,0,0,1,1.0,0.0,5.8
1957,1.0,64.0,3,3,2.0,2.0,2160.0,1,0,1,1.0,1.0,4.7
1958,0.0,77.0,2,2,2.0,1.0,1311.0,0,0,1,1.0,1.0,0.9
1959,0.0,6.0,2,2,1.0,3.0,514.0,0,0,1,2.0,2.0,0.4
1960,0.0,11.0,3,4,4.0,3.0,1797.0,1,0,1,0.0,2.0,1.72
1961,1.0,47.0,1,1,1.0,0.0,432.0,0,0,1,1.0,1.0,0.4
1962,0.0,105.0,3,4,3.0,3.0,1805.0,1,0,1,1.0,2.0,1.55
1963,1.0,57.0,4,5,4.0,1.0,4500.0,1,0,2,2.0,2.0,3.99
1964,0.0,92.0,3,4,4.0,3.0,2280.0,1,0,2,1.0,2.0,2.3
1965,0.0,75.0,3,3,3.0,3.0,2200.0,1,0,2,1.0,2.0,2.99
1966,0.0,73.0,3,3,2.0,3.0,1650.0,1,0,1,2.0,2.0,2.8
1967,0.0,59.0,5,5,4.0,0.0,5200.0,0,0,1,1.0,1.0,5.0
1968,0.0,111.0,3,3,4.0,3.0,1600.0,0,0,1,0.0,2.0,1.07
1969,0.0,92.0,3,2,4.0,3.0,1352.0,0,0,1,1.0,2.0,1.45
1970,0.0,111.0,2,2,3.0,4.0,1184.0,0,0,1,2.0,0.0,1.01
1971,1.0,84.0,5,8,3.0,3.0,9000.0,1,1,0,2.0,2.0,17.0
1972,0.0,54.0,3,3,3.0,2.0,1700.0,0,0,2,2.0,0.0,1.6
1973,1.0,7.0,3,3,0.0,0.0,450.0,0,0,1,1.0,2.0,0.6
1975,0.0,17.0,3,4,3.0,1.0,2600.0,1,0,1,0.0,0.0,3.05
1976,0.0,74.0,3,4,4.0,0.0,2200.0,1,0,2,2.0,1.0,3.98
1977,0.0,78.0,3,4,2.0,3.0,2056.0,0,0,2,0.0,1.0,1.75
1978,0.0,70.0,4,4,4.0,0.0,3925.0,0,0,1,2.0,2.0,6.5
1979,0.0,78.0,3,3,2.0,3.0,1428.0,0,0,1,2.0,1.0,1.43
1980,1.0,67.0,4,2,2.0,0.0,1600.0,0,0,1,1.0,1.0,0.4
1981,0.0,86.0,3,4,3.0,4.0,2937.0,0,0,1,1.0,2.0,3.5
1982,0.0,4.0,3,3,3.0,3.0,2222.0,1,1,1,2.0,0.0,1.92
1983,0.0,110.0,3,3,3.0,2.0,1433.0,0,0,1,1.0,2.0,0.75
1984,0.0,111.0,2,2,2.0,3.0,720.0,0,0,1,1.0,2.0,0.39
1985,0.0,111.0,2,2,2.0,3.0,939.0,0,0,1,0.0,2.0,0.54
1986,0.0,92.0,3,3,2.0,3.0,1700.0,1,0,0,0.0,0.0,2.5
1987,0.0,34.0,2,2,3.0,4.0,1161.0,0,0,1,1.0,0.0,1.25
1988,0.0,110.0,4,3,4.0,3.0,1833.0,0,0,2,1.0,2.0,1.5
1989,0.0,4.0,3,3,3.0,3.0,1315.0,1,0,2,2.0,2.0,1.52
1990,0.0,95.0,2,2,2.0,3.0,1154.0,0,0,1,0.0,0.0,0.83
1991,0.0,10.0,4,5,4.0,3.0,2204.25,1,0,0,2.0,1.0,3.0
1992,0.0,105.0,4,5,4.0,3.0,1895.0,0,0,1,1.0,0.0,0.95
1993,0.0,98.0,2,2,2.0,2.0,573.0,0,0,1,1.0,2.0,0.5
1994,1.0,52.0,5,4,4.0,0.0,1449.0,1,0,2,2.0,2.0,3.55
1995,0.0,58.0,1,1,0.0,0.0,80.0,0,0,1,1.0,1.0,0.3
1996,1.0,64.0,4,4,4.0,2.0,1620.0,0,1,2,2.0,2.0,3.5
1998,0.0,89.0,3,4,4.0,1.0,1659.0,1,0,1,2.0,2.0,1.7
1999,0.0,61.0,3,4,4.0,3.0,1875.0,1,0,2,1.0,2.0,4.86
2000,0.0,105.0,2,2,3.0,3.0,1000.0,0,0,1,1.0,1.0,0.5
2001,0.0,4.0,3,3,3.0,3.0,2351.0,1,1,1,2.0,1.0,2.6
2002,0.0,4.0,3,3,3.0,3.0,1413.0,1,0,1,1.0,2.0,1.4
2003,1.0,31.0,6,8,2.0,3.0,4518.0,1,1,2,2.0,2.0,18.9
2004,1.0,22.0,2,6,4.0,2.0,1440.0,0,0,1,1.0,2.0,3.5
2005,0.0,4.0,4,5,4.0,3.0,2894.0,1,0,1,2.0,2.0,2.5
2006,0.0,79.0,3,2,1.0,3.0,1100.0,0,0,2,2.0,2.0,0.8
2007,0.0,6.0,3,3,3.0,4.0,1529.0,0,0,1,1.0,1.0,1.75
2008,0.0,66.0,3,4,3.0,1.0,3361.0,1,0,2,1.0,0.0,5.8
2009,0.0,55.0,4,3,4.0,2.0,2492.0,0,0,1,2.0,2.0,2.0
2010,0.0,65.0,2,2,1.0,3.0,1528.0,0,0,2,1.0,2.0,2.2
2011,0.0,92.0,4,5,4.0,3.0,2577.0,1,0,0,0.0,2.0,3.5
2012,0.0,2.0,4,6,4.0,3.0,2611.0,1,0,1,1.0,2.0,1.6
2014,0.0,97.0,3,5,3.0,1.0,2179.0,0,0,1,2.0,1.0,2.15
2015,0.0,107.0,1,1,1.0,3.0,407.0,0,0,1,2.0,2.0,0.2
2016,0.0,92.0,4,5,2.0,3.0,2882.0,1,0,2,2.0,2.0,3.0
2017,0.0,111.0,2,2,2.0,3.0,822.0,0,0,1,2.0,2.0,0.58
2018,0.0,73.0,3,3,3.0,4.0,1828.0,0,0,1,2.0,0.0,2.85
2019,0.0,4.0,3,4,4.0,3.0,2334.0,0,0,2,1.0,2.0,2.4
2020,0.0,83.0,4,4,4.0,3.0,3846.0,1,0,1,2.0,1.0,6.5
2021,0.0,89.0,3,3,3.0,3.0,1265.0,0,0,2,2.0,0.0,1.28
2022,0.0,2.0,3,2,2.0,0.0,1508.0,0,0,1,1.0,2.0,0.85
2023,0.0,14.0,5,5,4.0,3.0,3511.0,1,0,1,2.0,2.0,4.25
2024,0.0,5.0,2,2,3.0,1.0,1089.0,0,0,1,0.0,2.0,0.8
2025,0.0,73.0,2,2,3.0,4.0,1592.0,0,0,1,1.0,2.0,2.25
2026,1.0,11.0,4,5,4.0,1.0,3600.0,1,0,2,1.0,1.0,10.0
2027,0.0,44.0,2,2,2.0,4.0,860.0,0,0,1,1.0,1.0,0.8
2028,0.0,66.0,3,3,1.0,4.0,2550.0,0,0,1,1.0,2.0,4.02
2029,0.0,5.0,4,6,4.0,3.0,2456.0,1,0,1,0.0,0.0,2.4
2030,0.0,95.0,3,3,2.0,0.0,1500.0,0,0,2,2.0,0.0,1.12
2031,0.0,96.0,4,4,4.0,1.0,1896.0,0,0,1,2.0,2.0,1.05
2032,0.0,63.0,3,2,3.0,2.0,1585.0,0,1,1,2.0,2.0,1.7
2033,0.0,97.0,4,4,3.0,3.0,2600.0,0,0,1,1.0,1.0,2.1
2034,0.0,29.0,3,4,4.0,2.0,3201.0,1,0,2,2.0,2.0,4.25
2035,0.0,4.0,3,4,4.0,3.0,2000.0,1,0,1,2.0,0.0,2.22
2036,1.0,13.0,6,4,2.0,0.0,2700.0,0,0,1,1.0,1.0,3.08
2037,0.0,4.0,3,3,3.0,4.0,1653.0,0,0,1,0.0,0.0,2.5
2038,0.0,81.0,2,2,1.0,1.0,930.0,0,0,2,2.0,0.0,0.95
2040,1.0,50.0,5,5,4.0,3.0,2250.0,1,0,2,2.0,1.0,9.5
2041,0.0,43.0,2,3,4.0,3.0,1300.0,0,0,1,2.0,2.0,0.87
2042,0.0,67.0,2,2,0.0,3.0,790.0,0,0,2,1.0,1.0,0.6
2043,0.0,78.0,2,3,1.0,3.0,1222.0,0,0,1,0.0,1.0,1.2
2044,0.0,9.0,3,3,4.0,3.0,1554.0,0,0,2,0.0,2.0,1.3
2045,0.0,111.0,3,2,0.0,4.0,1120.0,0,0,1,2.0,1.0,0.9
2046,0.0,73.0,3,3,3.0,3.0,1493.0,1,0,2,0.0,1.0,2.36
2048,0.0,39.0,2,2,2.0,1.0,1095.0,0,0,1,1.0,2.0,1.3
2049,0.0,39.0,2,2,2.0,3.0,724.0,0,0,0,1.0,1.0,0.4
2050,0.0,43.0,3,3,3.0,4.0,1500.0,0,0,1,2.0,1.0,0.9
2051,0.0,61.0,3,4,4.0,3.0,1875.0,1,0,2,1.0,0.0,4.85
2052,0.0,111.0,2,2,1.0,3.0,922.0,0,0,1,1.0,1.0,0.54
2054,0.0,97.0,4,5,4.0,1.0,2017.0,1,0,2,1.0,2.0,1.5
2055,0.0,9.0,3,3,4.0,3.0,1690.0,0,0,2,0.0,1.0,1.29
2056,0.0,111.0,2,2,2.0,1.0,4986.0,0,0,1,1.0,2.0,2.6
2057,1.0,31.0,3,3,2.0,2.0,1350.0,0,0,2,2.0,1.0,4.5
2058,1.0,18.0,2,1,0.0,2.0,360.0,0,0,1,1.0,1.0,0.35
2059,0.0,80.0,3,5,3.0,3.0,1527.0,1,0,1,1.0,2.0,1.62
2060,0.0,97.0,2,2,4.0,3.0,1491.0,0,1,1,2.0,2.0,1.3
2061,0.0,11.0,4,5,3.0,3.0,2765.0,0,0,1,2.0,2.0,1.88
2062,0.0,11.0,3,3,3.0,3.0,1550.0,0,0,1,2.0,0.0,1.7
2063,1.0,52.0,3,8,2.0,3.0,1836.0,0,0,2,1.0,2.0,4.35
2064,0.0,97.0,4,5,4.0,3.0,2545.0,1,0,1,0.0,1.0,2.15
2065,0.0,77.0,3,2,4.0,1.0,1365.0,0,0,1,1.0,2.0,1.45
2066,0.0,98.0,2,2,2.0,1.0,1360.0,0,0,1,2.0,2.0,0.78
2067,0.0,65.0,3,4,2.0,3.0,2000.0,1,0,2,0.0,2.0,3.83
2068,0.0,105.0,2,2,2.0,1.0,1498.0,0,0,1,1.0,2.0,0.62
2069,0.0,8.0,4,6,4.0,3.0,1535.0,1,0,1,0.0,2.0,1.4
2070,0.0,55.0,1,2,2.0,0.0,746.0,0,0,1,1.0,1.0,0.94
2071,0.0,11.0,4,4,2.0,3.0,2380.0,1,0,1,2.0,0.0,2.0
2072,0.0,1.0,4,4,4.0,3.0,5430.0,1,0,1,2.0,2.0,7.0
2073,0.0,55.0,1,1,1.0,0.0,720.0,0,0,1,1.0,1.0,0.8
2075,1.0,83.0,4,5,4.0,3.0,7000.0,0,0,2,1.0,2.0,8.6
2076,0.0,14.0,4,4,3.0,0.0,3077.0,1,0,2,2.0,2.0,3.45
2077,1.0,57.0,3,2,0.0,0.0,2160.0,0,0,1,1.0,1.0,7.0
2078,0.0,103.0,4,4,4.0,0.0,2005.0,0,0,1,1.0,2.0,1.8
2079,0.0,97.0,4,5,4.0,3.0,2017.0,1,0,2,2.0,2.0,1.49
2080,0.0,111.0,2,2,2.0,3.0,1016.0,0,0,0,2.0,0.0,0.88
2081,1.0,20.0,3,3,2.0,2.0,4518.0,1,0,2,1.0,1.0,7.5
2083,1.0,81.0,4,4,4.0,3.0,6000.0,1,0,1,0.0,1.0,4.0
2084,0.0,98.0,2,2,3.0,0.0,1339.0,0,0,1,1.0,0.0,1.25
2085,1.0,50.0,5,5,3.0,0.0,2700.0,1,0,2,2.0,2.0,8.5
2086,0.0,50.0,4,4,4.0,3.0,2398.0,0,0,2,2.0,1.0,2.5
2087,0.0,111.0,3,3,3.0,3.0,1344.0,0,0,1,0.0,1.0,0.78
2088,1.0,18.0,8,8,4.0,3.0,4800.0,1,0,0,2.0,2.0,3.5
2089,0.0,111.0,2,2,2.0,1.0,916.0,0,0,1,2.0,2.0,0.68
2090,0.0,111.0,2,2,2.0,0.0,1350.0,0,0,1,2.0,2.0,0.75
2091,0.0,101.0,3,3,2.0,4.0,1473.0,0,0,1,2.0,2.0,1.13
2092,0.0,6.0,3,3,3.0,3.0,1490.0,0,0,1,2.0,0.0,0.98
2093,0.0,103.0,3,3,3.0,3.0,1540.0,0,0,1,0.0,2.0,1.29
2094,0.0,111.0,2,2,2.0,3.0,524.0,0,0,0,2.0,2.0,0.3
2095,0.0,96.0,4,4,3.0,3.0,3165.0,1,0,1,1.0,0.0,2.24
2097,0.0,39.0,3,3,4.0,1.0,1439.0,0,0,1,1.0,1.0,2.15
2098,0.0,6.0,4,4,4.0,3.0,2800.0,1,1,2,0.0,0.0,2.52
2099,1.0,25.0,1,1,0.0,0.0,900.0,0,0,1,1.0,1.0,0.7
2100,0.0,4.0,3,4,4.0,3.0,1748.0,1,0,1,2.0,0.0,1.75
2101,1.0,56.0,5,5,4.0,2.0,3400.0,0,0,1,1.0,2.0,3.75
2102,1.0,57.0,4,4,2.0,0.0,4500.0,1,0,1,0.0,1.0,15.0
2103,1.0,93.0,3,3,2.0,1.0,1700.0,0,0,1,2.0,2.0,1.4
2104,1.0,79.0,10,5,3.0,2.0,2700.0,1,0,1,1.0,1.0,2.4
2105,0.0,16.0,2,2,3.0,3.0,2441.0,0,0,1,0.0,2.0,2.6
2106,0.0,70.0,2,2,2.0,1.0,1365.0,1,0,1,2.0,0.0,2.1
2107,0.0,98.0,2,2,1.0,1.0,557.0,0,0,1,2.0,2.0,0.43
2108,0.0,57.0,3,4,4.0,2.0,2819.0,1,0,2,2.0,2.0,3.25
2109,1.0,53.0,8,6,4.0,0.0,3240.0,1,0,2,1.0,2.0,8.81
2110,0.0,41.0,1,1,1.0,3.0,436.0,0,0,1,1.0,2.0,0.4
2112,0.0,73.0,4,4,3.0,3.0,2194.0,1,0,1,1.0,2.0,2.85
2113,1.0,50.0,5,5,2.0,2.0,3323.0,1,0,1,1.0,2.0,9.85
2114,0.0,103.0,3,4,4.0,2.0,1608.0,1,0,0,1.0,1.0,1.25
2115,0.0,70.0,3,3,3.0,1.0,2876.0,1,0,2,1.0,0.0,3.95
2116,0.0,33.0,2,2,4.0,0.0,1050.0,0,0,2,0.0,0.0,1.24
2117,0.0,110.0,4,4,4.0,2.0,2580.0,0,0,1,1.0,2.0,1.3
2118,1.0,30.0,5,4,3.0,2.0,1350.0,0,0,1,1.0,2.0,4.31
2119,0.0,105.0,3,2,3.0,0.0,1333.0,0,0,2,1.0,2.0,0.6
2120,0.0,73.0,3,3,3.0,1.0,1828.0,0,0,1,1.0,0.0,3.29
2121,1.0,18.0,6,6,2.0,2.0,2228.0,0,0,1,1.0,1.0,2.75
2122,0.0,57.0,3,3,4.0,0.0,2357.0,1,0,1,2.0,2.0,2.7
2123,0.0,78.0,3,3,2.0,3.0,1325.0,0,0,0,0.0,1.0,1.51
2124,0.0,89.0,4,5,2.0,1.0,2675.0,1,0,1,1.0,2.0,2.55
2125,0.0,63.0,4,4,4.0,3.0,2300.0,0,0,2,2.0,2.0,2.09
2126,0.0,63.0,3,3,4.0,2.0,1450.0,0,0,1,0.0,1.0,1.37
2127,0.0,111.0,2,2,2.0,4.0,995.0,0,0,1,1.0,0.0,0.48
2128,1.0,48.0,3,3,3.0,0.0,900.0,0,1,1,1.0,2.0,2.15
2129,0.0,92.0,4,4,4.0,1.0,2599.0,1,0,0,0.0,2.0,3.46
2130,1.0,31.0,6,8,4.0,0.0,4500.0,1,1,2,2.0,2.0,19.0
2131,0.0,97.0,4,5,4.0,4.0,2013.0,0,0,2,1.0,0.0,2.5
2132,0.0,111.0,2,2,0.0,3.0,1081.0,0,0,1,2.0,1.0,0.75
2133,0.0,73.0,3,3,3.0,4.0,1667.0,0,0,1,2.0,0.0,3.0
2134,0.0,95.0,3,3,2.0,3.0,1200.0,1,1,2,0.0,2.0,1.12
2135,0.0,105.0,3,3,2.0,3.0,1738.0,0,0,1,2.0,2.0,1.42
2136,0.0,104.0,4,4,3.0,3.0,2465.0,1,0,1,2.0,2.0,1.9
2138,1.0,57.0,4,4,3.0,2.0,3200.0,0,0,2,2.0,1.0,7.42
2140,0.0,93.0,3,4,4.0,4.0,1774.0,0,0,1,2.0,2.0,1.25
2141,0.0,4.0,3,3,3.0,3.0,1852.0,0,0,1,2.0,2.0,2.12
2142,0.0,39.0,3,3,4.0,1.0,1500.0,1,0,1,1.0,2.0,1.7
2143,0.0,69.0,2,2,2.0,1.0,1278.0,0,0,1,2.0,2.0,1.47
2144,0.0,93.0,3,3,4.0,3.0,1955.0,1,0,2,2.0,0.0,1.39
2145,0.0,95.0,3,3,3.0,3.0,1600.0,1,0,2,0.0,2.0,1.75
2146,0.0,70.0,2,2,2.0,1.0,1200.0,0,0,0,0.0,2.0,2.45
2147,1.0,75.0,6,7,4.0,0.0,3600.0,1,0,2,1.0,0.0,8.0
2148,0.0,8.0,4,5,4.0,3.0,1535.0,1,0,1,1.0,0.0,1.32
2149,0.0,9.0,3,2,2.0,3.0,717.0,0,0,1,1.0,2.0,0.52
2150,0.0,17.0,2,2,2.0,3.0,1080.0,0,0,1,2.0,2.0,1.45
2151,0.0,9.0,2,2,2.0,3.0,543.0,0,0,1,1.0,2.0,0.28
2152,0.0,92.0,3,2,4.0,3.0,1352.0,0,0,1,2.0,0.0,1.15
2153,1.0,50.0,10,10,4.0,1.0,549.0,1,0,1,1.0,2.0,2.1
2154,1.0,7.0,3,2,1.0,3.0,720.0,0,0,1,1.0,1.0,0.65
2155,0.0,99.0,2,2,4.0,3.0,1463.0,0,0,1,2.0,2.0,1.31
2156,0.0,95.0,2,2,2.0,3.0,1150.0,0,0,2,2.0,0.0,0.75
2157,0.0,6.0,3,4,3.0,1.0,2544.0,0,0,1,2.0,0.0,1.8
2158,0.0,11.0,3,4,3.0,3.0,1860.0,1,1,1,1.0,0.0,2.22
2159,0.0,4.0,3,3,3.0,3.0,1300.0,1,0,1,1.0,2.0,1.4
2160,1.0,25.0,3,3,2.0,2.0,1557.0,0,0,1,1.0,1.0,2.55
2161,1.0,30.0,4,4,2.0,2.0,3618.0,1,0,2,2.0,1.0,10.5
2162,0.0,43.0,4,5,3.0,3.0,2343.0,1,0,1,1.0,2.0,1.4
2163,0.0,111.0,2,2,2.0,3.0,913.0,0,0,1,0.0,2.0,0.52
2164,0.0,111.0,2,2,2.0,1.0,605.0,0,0,1,2.0,2.0,0.3
2165,0.0,4.0,3,4,4.0,3.0,1757.0,1,0,1,0.0,0.0,1.9
2166,1.0,54.0,4,4,2.0,0.0,3240.0,1,1,1,2.0,1.0,8.5
2167,1.0,61.0,9,9,3.0,3.0,60.0,1,0,0,1.0,0.0,2.0
2168,0.0,73.0,4,4,4.0,3.0,2194.0,1,0,0,0.0,1.0,2.79
2169,1.0,30.0,5,5,4.0,3.0,3096.0,1,1,1,1.0,1.0,11.0
2170,0.0,96.0,3,3,4.0,3.0,1561.0,0,0,1,2.0,2.0,0.85
2171,0.0,86.0,2,2,2.0,4.0,823.0,0,0,1,1.0,2.0,0.55
2172,0.0,54.0,3,4,4.0,0.0,2574.0,0,0,1,1.0,2.0,2.75
2173,1.0,33.0,2,8,4.0,0.0,900.0,0,0,2,1.0,2.0,2.1
2174,1.0,28.0,3,3,2.0,0.0,2000.0,0,1,1,1.0,1.0,2.4
2175,0.0,111.0,2,2,4.0,0.0,1100.0,0,0,2,0.0,2.0,0.9
2176,0.0,44.0,3,3,3.0,4.0,2283.0,0,0,1,1.0,2.0,1.25
2177,1.0,73.0,4,4,4.0,3.0,3600.0,1,0,1,2.0,1.0,12.5
2178,0.0,107.0,2,2,2.0,1.0,694.0,0,0,1,1.0,2.0,0.28
2179,1.0,31.0,4,4,4.0,0.0,1800.0,0,1,1,1.0,1.0,5.5
2180,1.0,47.0,2,2,2.0,1.0,450.0,1,0,1,1.0,1.0,0.5
2181,1.0,31.0,3,5,4.0,2.0,1800.0,0,0,2,1.0,2.0,6.0
2182,0.0,97.0,3,3,2.0,0.0,1350.0,0,0,1,1.0,2.0,0.72
2183,0.0,78.0,3,3,1.0,3.0,1291.0,0,0,1,2.0,0.0,1.36
2184,0.0,91.0,3,3,3.0,0.0,1580.0,1,0,1,2.0,2.0,1.1
2185,0.0,78.0,4,4,2.0,3.0,1819.0,0,0,1,0.0,1.0,1.95
2186,0.0,98.0,3,4,3.0,3.0,1800.0,1,0,1,2.0,0.0,1.27
2187,0.0,97.0,2,2,3.0,3.0,1670.0,0,0,1,1.0,0.0,1.19
2188,0.0,44.0,4,4,3.0,1.0,2211.0,1,0,1,2.0,1.0,2.08
2189,0.0,4.0,2,2,3.0,3.0,1073.0,0,0,1,1.0,1.0,1.2
2190,1.0,111.0,1,1,0.0,3.0,33.0,0,0,1,1.0,1.0,0.07
2191,1.0,11.0,4,4,4.0,3.0,5400.0,1,0,1,2.0,2.0,5.7
2192,1.0,30.0,9,9,4.0,2.0,2844.0,0,0,1,2.0,2.0,9.5
2193,0.0,92.0,2,2,2.0,4.0,1194.0,0,0,1,1.0,1.0,0.96
2194,0.0,92.0,3,4,4.0,3.0,1558.0,1,0,1,2.0,0.0,2.35
2195,0.0,69.0,3,3,2.0,1.0,1721.0,0,0,1,0.0,2.0,2.2
2196,1.0,54.0,5,7,3.0,0.0,2727.0,1,0,2,2.0,1.0,5.15
2197,0.0,69.0,2,2,2.0,4.0,1333.0,0,0,1,1.0,1.0,1.65
2198,0.0,39.0,3,4,2.0,0.0,1398.0,1,0,1,1.0,2.0,1.35
2199,0.0,44.0,3,3,2.0,4.0,778.0,0,0,1,1.0,1.0,0.5
2200,1.0,81.0,5,4,3.0,1.0,2700.0,0,0,1,1.0,2.0,6.0
2202,0.0,11.0,3,4,4.0,3.0,2100.0,1,0,2,0.0,0.0,2.1
2203,0.0,80.0,3,2,2.0,3.0,1350.0,0,0,1,1.0,2.0,1.1
