Unnamed: 0,property_type,sector,bedRoom,bathroom,balcony,agePossession,built_up_area,servant room,store room,furnishing_type,luxury_category,floor_category,price
931,0.0,108.0,2,2,2.0,1.0,733.0,0,0,1,2.0,2.0,0.4
932,0.0,16.0,2,2,2.0,3.0,1498.0,0,0,1,2.0,2.0,0.7
933,1.0,34.0,1,1,0.0,0.0,750.0,0,0,1,1.0,1.0,0.55
934,1.0,79.0,2,2,2.0,2.0,1440.0,0,0,1,1.0,1.0,2.0
935,1.0,47.0,2,3,1.0,0.0,675.0,0,0,1,1.0,1.0,0.8
936,0.0,25.0,1,1,1.0,0.0,556.0,0,0,1,1.0,1.0,0.2
937,1.0,11.0,4,5,3.0,0.0,6228.0,0,0,1,2.0,1.0,6.0
938,0.0,97.0,3,3,1.0,3.0,1344.0,0,0,1,2.0,1.0,0.88
939,0.0,4.0,3,3,3.0,3.0,1315.0,1,0,1,2.0,2.0,1.4
940,0.0,10.0,3,4,2.0,1.0,2525.0,0,0,1,2.0,0.0,3.35
941,0.0,4.0,3,3,3.0,3.0,1531.0,0,0,1,2.0,1.0,1.76
942,0.0,109.0,2,2,2.0,1.0,1133.0,0,0,1,1.0,2.0,0.85
943,0.0,47.0,2,2,1.0,3.0,833.0,0,0,2,1.0,2.0,0.42
944,1.0,79.0,2,2,2.0,0.0,1080.0,0,0,2,2.0,1.0,1.55
945,0.0,98.0,2,2,1.0,1.0,1231.0,0,0,1,2.0,2.0,0.78
946,0.0,39.0,2,2,2.0,4.0,1275.0,0,0,1,1.0,2.0,1.1
947,0.0,78.0,3,3,2.0,3.0,1428.0,0,0,2,2.0,2.0,1.42
948,0.0,10.0,2,2,2.0,0.0,1362.0,0,0,1,2.0,0.0,0.7
949,0.0,45.0,4,4,4.0,2.0,1954.0,0,0,0,1.0,2.0,2.1
950,1.0,57.0,3,3,2.0,0.0,2160.0,1,0,2,2.0,1.0,7.5
951,0.0,105.0,4,3,2.0,1.0,1983.0,0,0,1,1.0,0.0,0.95
952,0.0,39.0,4,4,4.0,2.0,4809.0,1,0,2,2.0,0.0,3.25
953,0.0,63.0,3,3,3.0,0.0,2200.0,0,0,1,1.0,2.0,1.7
954,0.0,99.0,2,2,3.0,3.0,1387.0,0,0,2,0.0,0.0,1.19
955,1.0,28.0,3,2,2.0,1.0,1500.0,0,0,2,2.0,2.0,1.2
956,0.0,4.0,2,2,2.0,1.0,1166.0,0,0,2,1.0,0.0,1.4
957,0.0,54.0,3,3,4.0,0.0,1576.0,1,0,2,0.0,2.0,1.76
958,0.0,98.0,3,2,3.0,3.0,1480.0,0,0,0,2.0,2.0,1.45
959,0.0,78.0,3,3,2.0,3.0,1428.0,0,0,1,2.0,2.0,1.4
960,0.0,70.0,4,5,4.0,3.0,3925.0,1,1,2,0.0,2.0,7.15
961,0.0,75.0,4,4,4.0,3.0,2250.0,1,0,2,2.0,1.0,2.72
962,0.0,106.0,2,2,2.0,1.0,604.0,0,0,1,1.0,0.0,0.4
963,0.0,81.0,2,2,4.0,1.0,1312.0,0,0,1,2.0,2.0,1.1
964,0.0,81.0,2,2,4.0,1.0,1180.0,0,0,2,2.0,0.0,1.34
965,0.0,111.0,2,2,4.0,4.0,1050.0,0,0,1,2.0,2.0,0.95
966,1.0,54.0,5,6,3.0,0.0,8775.0,1,1,2,2.0,1.0,19.5
967,0.0,16.0,4,6,4.0,0.0,3662.34,1,0,2,0.0,0.0,5.6
968,0.0,104.0,2,2,4.0,0.0,1271.0,0,0,1,2.0,2.0,0.96
969,0.0,92.0,3,4,4.0,3.0,1760.0,1,0,0,0.0,0.0,2.34
970,0.0,50.0,4,4,4.0,0.0,3115.0,0,0,2,2.0,0.0,3.25
971,0.0,87.0,3,4,3.0,3.0,1310.0,1,0,1,1.0,2.0,1.25
972,0.0,69.0,2,2,2.0,4.0,1333.0,0,0,1,2.0,1.0,1.47
973,1.0,40.0,3,1,0.0,1.0,1081.0,0,0,1,1.0,1.0,0.75
974,1.0,33.0,5,6,4.0,1.0,3240.0,1,0,2,0.0,2.0,10.5
976,0.0,25.0,2,2,3.0,0.0,1416.0,0,0,1,2.0,0.0,0.98
977,0.0,78.0,3,3,2.0,3.0,1482.0,0,0,1,0.0,1.0,1.66
978,0.0,63.0,1,1,1.0,2.0,475.0,0,0,1,1.0,1.0,0.52
979,0.0,111.0,2,2,3.0,3.0,978.0,0,0,1,1.0,0.0,0.66
980,1.0,18.0,4,4,1.0,0.0,1700.0,0,0,1,1.0,1.0,0.7
981,1.0,25.0,5,5,2.0,2.0,4680.0,1,1,0,2.0,1.0,9.0
982,0.0,97.0,2,2,4.0,3.0,1380.0,0,1,1,0.0,1.0,1.2
983,0.0,41.0,1,1,1.0,3.0,407.0,0,0,1,2.0,2.0,0.36
984,1.0,56.0,6,5,2.0,2.0,2250.0,1,0,0,0.0,2.0,3.5
985,0.0,75.0,3,4,4.0,0.0,1751.0,1,0,2,0.0,0.0,2.35
986,0.0,81.0,3,3,3.0,3.0,1788.0,1,0,1,1.0,2.0,1.51
987,0.0,95.0,2,2,2.0,0.0,1100.0,0,0,2,2.0,0.0,0.85
988,0.0,97.0,2,2,1.0,4.0,97.0,0,0,1,1.0,0.0,1.05
989,0.0,83.0,3,3,3.0,0.0,1787.0,1,0,2,1.0,2.0,1.9
990,1.0,30.0,5,5,3.0,0.0,1800.0,1,0,2,2.0,1.0,6.25
991,0.0,101.0,3,3,3.0,4.0,867.0,0,0,1,1.0,1.0,1.32
992,0.0,8.0,2,2,4.0,3.0,940.0,0,0,1,1.0,1.0,0.88
994,0.0,44.0,3,2,4.0,3.0,1376.0,0,0,1,1.0,0.0,1.5
995,0.0,11.0,3,3,3.0,3.0,1550.0,0,0,2,1.0,2.0,1.75
996,0.0,43.0,3,3,3.0,3.0,1435.0,0,0,1,2.0,2.0,0.9
997,0.0,75.0,3,3,4.0,3.0,2047.0,0,1,2,0.0,2.0,3.0
998,0.0,111.0,2,2,2.0,1.0,588.0,0,0,1,1.0,0.0,0.28
999,0.0,111.0,2,2,3.0,1.0,913.0,0,0,1,2.0,2.0,0.56
1000,1.0,18.0,3,3,1.0,0.0,1872.0,0,0,1,1.0,2.0,3.71
1001,0.0,17.0,3,3,4.0,1.0,2006.0,1,0,1,2.0,2.0,2.85
1002,0.0,43.0,3,3,3.0,3.0,1563.0,0,0,1,1.0,1.0,1.25
1003,0.0,6.0,3,4,4.0,3.0,2072.0,1,0,1,2.0,2.0,2.0
1004,0.0,9.0,2,2,2.0,3.0,608.0,0,0,1,1.0,2.0,0.35
1005,0.0,11.0,3,4,3.0,3.0,1896.0,1,0,1,2.0,2.0,2.15
1006,0.0,87.0,4,3,3.0,3.0,1765.0,1,0,1,2.0,2.0,1.64
1007,1.0,47.0,3,3,0.0,0.0,1130.0,0,0,1,1.0,1.0,0.85
1008,0.0,53.0,3,3,0.0,0.0,2667.0,0,0,2,1.0,1.0,2.4
1009,1.0,19.0,4,5,2.0,2.0,4950.0,0,0,1,1.0,1.0,4.5
1010,0.0,107.0,2,2,2.0,3.0,1300.0,0,0,1,2.0,2.0,0.43
1011,0.0,4.0,3,3,3.0,3.0,1315.0,1,0,2,2.0,2.0,1.38
1012,1.0,30.0,5,6,4.0,0.0,4518.0,1,1,1,2.0,2.0,15.5
1013,0.0,82.0,4,4,3.0,0.0,2127.0,1,0,1,1.0,2.0,1.35
1014,0.0,73.0,4,4,4.0,3.0,1975.0,1,0,1,2.0,1.0,3.0
1015,0.0,111.0,2,2,2.0,3.0,616.0,0,0,2,1.0,0.0,0.32
1016,0.0,9.0,2,2,4.0,3.0,1201.0,0,0,1,0.0,0.0,0.75
1017,0.0,9.0,2,2,1.0,3.0,496.0,0,0,1,1.0,2.0,0.36
1018,0.0,101.0,2,2,2.0,1.0,1226.0,0,0,1,1.0,1.0,1.0
1019,0.0,111.0,2,2,2.0,1.0,658.0,0,0,1,1.0,0.0,0.35
1020,0.0,54.0,4,5,4.0,1.0,3444.0,1,0,1,2.0,2.0,4.3
1021,0.0,76.0,3,3,2.0,1.0,1346.0,1,0,2,1.0,2.0,1.7
1022,0.0,78.0,3,3,1.0,3.0,1392.0,0,0,1,2.0,0.0,1.36
1023,1.0,63.0,6,6,4.0,0.0,1530.0,0,0,2,1.0,1.0,3.4
1024,1.0,75.0,4,4,0.0,0.0,2800.0,0,0,1,1.0,2.0,3.0
1025,1.0,50.0,9,9,4.0,0.0,3510.0,1,0,1,1.0,2.0,14.0
1026,0.0,10.0,3,5,2.0,1.0,2343.0,1,0,1,2.0,0.0,3.95
1027,1.0,61.0,4,4,0.0,0.0,2430.0,0,0,1,1.0,1.0,5.7
1028,0.0,103.0,4,4,4.0,0.0,2468.0,0,0,1,2.0,2.0,1.65
1029,0.0,25.0,2,3,2.0,2.0,1444.0,0,0,2,1.0,1.0,0.95
1030,0.0,103.0,3,3,4.0,3.0,1929.0,1,0,1,2.0,2.0,1.25
1031,0.0,14.0,5,5,3.0,3.0,3466.0,1,0,1,2.0,2.0,3.79
1032,1.0,14.0,2,2,2.0,0.0,270.0,0,0,1,1.0,2.0,0.34
1033,1.0,29.0,2,4,3.0,2.0,1080.0,0,0,1,1.0,2.0,3.5
1034,0.0,4.0,3,3,3.0,3.0,1465.0,1,0,1,1.0,2.0,1.75
1035,1.0,81.0,2,2,4.0,1.0,1319.0,1,0,1,0.0,2.0,0.9
1036,0.0,69.0,2,2,2.0,1.0,1278.0,0,0,1,1.0,2.0,1.58
1038,0.0,105.0,3,3,1.0,3.0,579.0,0,0,1,1.0,1.0,0.5
1039,1.0,54.0,4,4,2.0,3.0,2340.0,1,0,2,1.0,1.0,5.5
1040,0.0,15.0,1,1,1.0,3.0,450.0,0,0,1,1.0,2.0,0.36
1041,0.0,78.0,4,4,2.0,3.0,1889.0,0,0,1,0.0,1.0,2.0
1042,1.0,75.0,6,7,4.0,0.0,3600.0,1,1,2,0.0,2.0,8.0
1043,0.0,53.0,3,4,2.0,2.0,2544.0,0,0,2,1.0,1.0,2.45
1044,0.0,78.0,4,4,2.0,3.0,1889.0,0,0,1,0.0,1.0,2.05
1045,0.0,6.0,4,5,4.0,3.0,7222.0,0,0,1,2.0,0.0,4.45
1046,0.0,4.0,2,2,3.0,3.0,1368.0,0,0,1,1.0,0.0,1.42
1047,0.0,17.0,3,4,4.0,3.0,1940.0,1,0,1,1.0,2.0,2.4
1049,1.0,26.0,3,3,2.0,2.0,972.0,0,0,1,1.0,2.0,0.6
1050,1.0,31.0,5,5,4.0,3.0,4518.0,1,1,2,2.0,1.0,17.0
1051,0.0,10.0,3,3,2.0,1.0,1480.0,0,0,1,0.0,0.0,2.5
1052,0.0,59.0,4,4,3.0,2.0,1484.0,0,0,1,2.0,2.0,1.5
1053,0.0,88.0,3,3,3.0,0.0,1969.0,1,0,1,1.0,2.0,1.15
1054,0.0,9.0,2,2,2.0,3.0,543.0,0,0,1,1.0,1.0,0.28
1055,0.0,40.0,3,2,3.0,1.0,833.0,0,0,1,1.0,1.0,0.85
1056,0.0,92.0,4,4,4.0,0.0,2527.0,1,0,1,2.0,0.0,3.45
1057,0.0,83.0,4,4,4.0,3.0,2941.0,1,0,2,0.0,1.0,4.25
1058,0.0,101.0,3,3,2.0,1.0,1423.0,0,0,1,1.0,1.0,1.2
1059,0.0,5.0,2,2,2.0,3.0,698.0,0,0,1,1.0,2.0,0.5
1060,0.0,99.0,2,2,4.0,3.0,133.0,0,0,0,2.0,2.0,1.45
1061,0.0,74.0,3,3,2.0,1.0,1950.0,1,0,0,2.0,0.0,2.8
1062,1.0,28.0,5,5,4.0,2.0,1557.0,0,0,2,2.0,1.0,2.8
1063,1.0,11.0,4,4,4.0,1.0,6228.0,1,0,1,2.0,1.0,6.75
1064,1.0,79.0,5,3,2.0,2.0,1350.0,0,0,1,1.0,1.0,1.15
1065,0.0,107.0,2,2,2.0,1.0,571.0,0,0,1,1.0,0.0,0.45
1066,0.0,104.0,4,4,4.0,3.0,2139.0,1,0,1,2.0,2.0,1.75
1067,0.0,95.0,3,3,4.0,3.0,1600.0,0,0,2,2.0,2.0,1.1
1068,0.0,77.0,4,4,3.0,1.0,1809.0,0,0,1,1.0,1.0,1.7
1069,0.0,10.0,2,2,3.0,0.0,1720.0,0,0,2,1.0,1.0,0.7
1070,0.0,25.0,3,4,4.0,0.0,1738.0,1,0,2,2.0,2.0,1.51
1071,0.0,98.0,2,2,2.0,3.0,668.0,0,0,2,2.0,2.0,0.44
1072,0.0,4.0,3,3,3.0,3.0,2351.0,1,0,2,0.0,0.0,2.35
1073,0.0,6.0,4,5,4.0,1.0,2582.0,1,0,1,2.0,1.0,1.75
1074,0.0,78.0,4,4,1.0,3.0,1783.0,0,0,1,2.0,0.0,1.75
1075,0.0,105.0,2,2,3.0,4.0,1195.0,0,0,1,1.0,0.0,0.6
1076,0.0,63.0,3,3,3.0,0.0,1910.0,0,0,2,2.0,2.0,1.38
1077,0.0,103.0,3,4,3.0,3.0,1765.0,1,0,1,0.0,2.0,0.9
1078,1.0,31.0,4,4,3.0,2.0,1265.0,0,0,1,1.0,2.0,4.45
1079,1.0,38.0,4,4,4.0,0.0,1449.0,1,1,2,1.0,2.0,3.25
1080,0.0,89.0,2,2,1.0,1.0,546.0,0,0,1,2.0,2.0,0.36
1081,0.0,61.0,4,6,4.0,0.0,2715.0,1,1,2,2.0,0.0,7.0
1082,0.0,95.0,3,3,3.0,3.0,1582.0,1,0,0,2.0,0.0,1.4
1083,0.0,57.0,3,3,3.0,0.0,2000.0,0,1,2,2.0,2.0,2.35
1084,0.0,97.0,4,5,4.0,3.0,2366.0,1,0,1,0.0,2.0,2.15
1085,0.0,10.0,3,4,2.0,3.0,2003.0,0,0,1,1.0,0.0,2.95
1086,0.0,34.0,2,2,2.0,4.0,956.0,0,0,1,2.0,0.0,1.1
1087,1.0,53.0,3,4,2.0,0.0,1467.0,0,0,1,1.0,1.0,4.3
1088,0.0,88.0,4,4,3.0,3.0,2300.0,1,0,1,2.0,1.0,1.25
1089,0.0,88.0,1,2,2.0,4.0,823.0,0,0,1,1.0,0.0,1.2
1090,1.0,7.0,2,2,2.0,0.0,2000.0,0,0,1,1.0,2.0,9.9
1091,0.0,17.0,3,4,4.0,1.0,2200.0,1,0,1,0.0,0.0,3.35
1092,0.0,81.0,3,3,3.0,3.0,1925.0,0,0,1,2.0,2.0,1.8
1093,1.0,57.0,5,4,3.0,0.0,2160.0,0,1,2,2.0,1.0,7.1
1094,0.0,89.0,2,2,0.0,4.0,1295.0,0,0,1,1.0,2.0,0.71
1095,0.0,96.0,3,3,2.0,1.0,1624.0,1,1,2,2.0,1.0,1.48
1096,0.0,80.0,3,3,3.0,4.0,1688.0,0,0,1,2.0,0.0,1.25
1097,0.0,75.0,3,3,4.0,3.0,2095.0,1,0,2,0.0,0.0,2.87
1098,0.0,69.0,3,3,2.0,4.0,1811.0,0,0,1,1.0,2.0,2.2
1099,0.0,11.0,3,3,3.0,3.0,1650.0,0,1,2,0.0,0.0,1.65
1100,0.0,95.0,3,3,3.0,3.0,1387.0,1,1,2,0.0,1.0,1.4
1102,0.0,87.0,3,3,3.0,3.0,1735.0,0,0,1,1.0,2.0,1.4
1103,1.0,50.0,6,6,3.0,3.0,1935.0,1,0,2,1.0,1.0,5.8
1104,0.0,17.0,3,3,3.0,1.0,2281.0,0,0,1,1.0,2.0,3.21
1105,1.0,34.0,3,4,3.0,0.0,3500.0,0,0,2,1.0,2.0,0.9
1107,1.0,83.0,5,6,4.0,3.0,6300.0,1,1,2,2.0,2.0,8.5
1108,0.0,95.0,1,1,1.0,3.0,520.0,0,0,0,2.0,2.0,0.4
1109,0.0,75.0,3,3,3.0,3.0,2150.0,1,0,2,0.0,2.0,2.95
1110,0.0,107.0,4,3,3.0,3.0,2824.0,1,0,1,1.0,2.0,1.1
1111,0.0,43.0,3,3,3.0,4.0,1629.0,0,0,1,2.0,2.0,1.0
1112,0.0,93.0,2,2,2.0,3.0,1299.0,0,0,2,2.0,0.0,1.0
1113,0.0,2.0,3,3,4.0,0.0,1924.0,1,0,1,1.0,2.0,0.92
1114,0.0,107.0,2,2,1.0,3.0,887.0,0,0,1,2.0,1.0,0.45
1115,0.0,103.0,4,5,2.0,3.0,2330.0,1,0,1,0.0,2.0,1.25
1116,0.0,73.0,3,3,3.0,3.0,1493.0,1,0,2,0.0,1.0,2.35
1117,0.0,78.0,3,3,1.0,3.0,1392.0,0,0,2,0.0,0.0,1.4
1118,0.0,107.0,2,2,3.0,1.0,990.0,0,0,1,1.0,0.0,0.55
1119,1.0,7.0,3,3,0.0,0.0,1000.0,0,0,1,1.0,1.0,0.74
1120,0.0,61.0,4,6,3.0,3.0,2826.0,1,0,0,2.0,2.0,11.0
1121,1.0,46.0,1,1,2.0,3.0,800.0,0,0,1,1.0,2.0,1.8
1122,0.0,105.0,4,3,2.0,3.0,2167.0,0,0,1,1.0,1.0,1.0
1124,0.0,103.0,2,2,2.0,2.0,1176.0,0,0,1,2.0,0.0,0.65
1125,0.0,89.0,2,2,3.0,1.0,1423.0,0,0,1,1.0,2.0,1.3
1126,0.0,14.0,4,5,3.0,3.0,3077.0,1,0,1,0.0,2.0,3.49
1127,1.0,55.0,4,4,3.0,3.0,2088.0,1,0,2,1.0,2.0,6.75
1128,0.0,4.0,2,2,2.0,4.0,1017.0,0,0,1,1.0,1.0,1.05
1129,0.0,33.0,3,3,2.0,2.0,1700.0,1,0,1,0.0,0.0,2.26
1130,0.0,63.0,1,1,2.0,2.0,667.0,0,0,1,1.0,2.0,0.5
1131,0.0,69.0,3,3,3.0,4.0,1639.0,0,1,1,1.0,1.0,2.54
1132,0.0,89.0,3,4,4.0,3.0,1963.0,1,0,1,2.0,2.0,2.0
1133,0.0,103.0,3,3,3.0,3.0,1667.0,1,0,1,2.0,2.0,0.95
1134,0.0,89.0,2,2,3.0,3.0,1325.0,0,0,1,1.0,2.0,1.12
1135,0.0,25.0,2,2,3.0,0.0,1281.0,0,0,1,2.0,1.0,1.01
1136,0.0,6.0,3,4,4.0,0.0,2217.0,1,0,1,2.0,2.0,2.3
1137,0.0,57.0,4,3,3.0,0.0,3982.0,1,0,1,1.0,2.0,6.0
1138,1.0,74.0,5,5,4.0,1.0,3240.0,1,1,2,2.0,2.0,12.0
1139,0.0,105.0,4,5,4.0,0.0,1895.0,0,0,2,2.0,0.0,0.92
1140,0.0,17.0,4,4,4.0,4.0,2553.0,1,0,1,2.0,0.0,3.25
1141,0.0,103.0,4,4,4.0,3.0,2020.0,0,0,2,2.0,2.0,1.76
1142,0.0,78.0,4,4,2.0,3.0,1819.0,0,0,2,2.0,2.0,1.75
1143,1.0,50.0,4,4,2.0,2.0,1935.0,1,0,2,2.0,1.0,5.25
1144,1.0,50.0,7,7,3.0,3.0,963.0,0,0,2,1.0,2.0,2.5
1145,0.0,6.0,2,2,1.0,3.0,515.0,0,0,1,1.0,0.0,0.4
1146,0.0,103.0,3,4,3.0,3.0,1765.0,1,0,1,0.0,2.0,0.9
1147,0.0,4.0,2,2,2.0,3.0,915.0,0,0,1,1.0,0.0,0.95
1148,0.0,81.0,4,3,3.0,3.0,2111.0,0,0,2,1.0,1.0,1.7
1149,1.0,47.0,2,2,1.0,1.0,50.0,0,0,2,2.0,1.0,0.47
1150,0.0,8.0,2,2,4.0,3.0,940.0,0,0,1,1.0,1.0,0.95
1151,0.0,78.0,3,3,1.0,3.0,1392.0,0,0,1,2.0,0.0,1.37
1152,0.0,111.0,2,2,2.0,1.0,616.0,0,0,1,2.0,0.0,0.35
1153,0.0,94.0,3,3,4.0,3.0,1545.0,1,0,0,0.0,2.0,1.8
1154,1.0,112.0,5,5,4.0,3.0,1350.0,0,0,1,1.0,2.0,1.35
1155,0.0,57.0,3,3,3.0,0.0,2093.0,0,1,2,2.0,0.0,2.51
1156,0.0,36.0,2,2,1.0,3.0,570.0,0,0,0,1.0,1.0,0.22
1157,0.0,85.0,3,3,4.0,3.0,1800.0,0,0,1,2.0,0.0,2.45
1158,0.0,78.0,2,3,0.0,3.0,1100.0,0,0,1,2.0,1.0,1.2
1159,0.0,98.0,3,2,1.0,1.0,1529.0,0,0,1,2.0,1.0,1.25
1160,1.0,52.0,3,3,2.0,2.0,909.0,0,1,2,2.0,2.0,2.2
1161,0.0,33.0,2,2,2.0,1.0,1278.0,0,0,0,2.0,0.0,1.91
1162,0.0,111.0,2,2,4.0,1.0,1129.0,0,0,2,2.0,2.0,0.95
1163,0.0,101.0,2,2,0.0,1.0,1103.0,0,0,1,1.0,1.0,0.88
1164,1.0,54.0,4,5,3.0,0.0,3195.0,1,1,2,2.0,1.0,7.69
1166,0.0,88.0,3,3,4.0,2.0,2176.0,1,0,1,2.0,2.0,1.1
1167,1.0,19.0,2,4,3.0,0.0,785.0,1,0,1,1.0,2.0,0.9
1168,0.0,78.0,3,3,1.0,3.0,1419.0,0,0,2,2.0,0.0,1.32
1169,0.0,80.0,3,3,3.0,1.0,1765.0,1,1,1,1.0,2.0,1.9
1170,0.0,66.0,3,4,3.0,4.0,2077.0,0,0,1,1.0,2.0,4.25
1171,1.0,31.0,5,5,4.0,2.0,1350.0,0,0,1,1.0,1.0,4.5
1172,0.0,111.0,3,3,0.0,3.0,1780.0,0,0,1,2.0,0.0,1.2
1173,0.0,92.0,3,4,4.0,3.0,1900.0,1,0,0,2.0,2.0,2.2
1174,1.0,55.0,3,3,3.0,0.0,2000.0,1,1,1,1.0,1.0,4.05
1175,1.0,62.0,5,4,4.0,0.0,1548.0,1,1,2,2.0,1.0,3.1
1176,0.0,85.0,2,2,4.0,3.0,1300.0,0,0,1,2.0,0.0,1.55
1177,0.0,101.0,3,3,3.0,3.0,1923.0,1,0,1,2.0,2.0,1.5
1178,1.0,47.0,2,1,1.0,0.0,500.0,0,0,1,1.0,2.0,0.65
1179,0.0,99.0,3,3,4.0,1.0,1674.0,0,0,1,1.0,0.0,1.5
1180,0.0,39.0,2,2,3.0,0.0,1100.0,0,0,2,1.0,2.0,1.1
1181,1.0,11.0,4,5,4.0,3.0,2214.0,1,0,2,2.0,1.0,5.85
1182,0.0,93.0,4,5,4.0,3.0,2535.0,0,0,1,2.0,1.0,1.75
1183,1.0,33.0,2,2,1.0,2.0,1450.0,0,1,1,1.0,2.0,1.39
1184,0.0,33.0,4,5,4.0,0.0,3406.0,1,0,2,1.0,2.0,5.5
1185,0.0,74.0,3,3,3.0,3.0,1800.0,1,1,1,2.0,0.0,3.2
1186,0.0,80.0,3,2,2.0,0.0,1078.0,0,0,1,2.0,2.0,1.0
1187,1.0,53.0,3,9,4.0,3.0,1935.0,0,1,2,2.0,2.0,5.15
1188,0.0,92.0,2,2,3.0,3.0,1223.0,0,0,2,2.0,2.0,0.88
1189,0.0,10.0,3,4,2.0,3.0,2003.0,0,0,1,2.0,0.0,2.9
1190,0.0,105.0,3,3,3.0,3.0,1415.0,0,0,2,1.0,1.0,0.75
1191,1.0,63.0,8,8,4.0,0.0,2471.0,0,0,2,1.0,1.0,7.25
1192,1.0,19.0,1,1,0.0,2.0,936.0,0,0,1,1.0,1.0,0.45
1193,0.0,99.0,3,2,4.0,3.0,1463.0,0,0,0,1.0,2.0,1.62
1194,1.0,57.0,5,6,0.0,0.0,3240.0,0,0,1,1.0,1.0,11.5
1195,1.0,64.0,4,4,2.0,2.0,1728.0,1,1,1,2.0,1.0,3.6
1196,1.0,52.0,5,5,4.0,0.0,1449.0,1,0,2,2.0,2.0,3.6
1197,0.0,73.0,2,2,3.0,1.0,1482.0,0,0,1,1.0,2.0,2.01
1198,0.0,105.0,1,1,1.0,3.0,336.0,0,0,1,2.0,1.0,0.21
1199,0.0,68.0,2,3,2.0,3.0,1520.0,0,1,2,0.0,1.0,2.05
1201,0.0,63.0,1,1,2.0,2.0,543.0,0,0,1,2.0,2.0,0.45
1202,0.0,44.0,2,2,3.0,0.0,1410.0,0,0,1,2.0,0.0,0.75
1203,0.0,73.0,3,3,3.0,0.0,3027.0,1,0,2,2.0,0.0,6.15
1204,0.0,101.0,3,3,2.0,4.0,1581.0,0,0,1,2.0,2.0,1.16
1205,0.0,89.0,3,4,4.0,3.0,2031.0,1,0,1,2.0,2.0,2.03
1207,0.0,43.0,3,3,4.0,3.0,1845.0,1,0,1,1.0,1.0,1.43
1208,0.0,103.0,3,4,3.0,3.0,1493.0,1,0,1,2.0,2.0,0.92
1209,0.0,55.0,5,5,4.0,0.0,3724.0,1,0,1,1.0,0.0,4.52
1210,0.0,50.0,4,4,3.0,2.0,2570.0,1,0,1,2.0,2.0,5.25
1211,0.0,89.0,3,3,3.0,3.0,1176.0,0,1,2,2.0,0.0,1.3
1212,0.0,72.0,2,2,2.0,4.0,1372.0,0,0,1,1.0,2.0,1.4
1213,1.0,67.0,2,5,1.0,1.0,120.0,0,0,1,1.0,1.0,1.25
1214,0.0,10.0,3,3,3.0,3.0,2072.0,0,0,1,2.0,0.0,3.25
1215,0.0,105.0,3,2,3.0,4.0,1091.0,0,0,1,1.0,1.0,0.99
1216,0.0,89.0,2,4,2.0,3.0,1223.0,0,0,1,2.0,2.0,1.3
1217,1.0,52.0,8,8,4.0,0.0,2385.0,0,0,2,1.0,2.0,5.5
1218,1.0,24.0,4,4,2.0,2.0,4494.0,1,1,1,1.0,1.0,7.2
1219,0.0,103.0,4,4,4.0,3.0,2214.0,0,0,1,0.0,0.0,1.65
1220,0.0,43.0,3,3,3.0,0.0,1537.0,0,0,2,2.0,2.0,0.9
1221,0.0,10.0,2,2,2.0,3.0,1250.0,0,0,1,2.0,2.0,1.9
1222,1.0,28.0,9,9,4.0,0.0,4200.0,1,0,2,1.0,2.0,5.5
1223,0.0,103.0,3,3,3.0,3.0,1640.0,0,0,1,0.0,2.0,1.25
1224,1.0,67.0,2,4,1.0,0.0,713.0,0,0,1,2.0,2.0,0.75
1225,0.0,27.0,3,4,4.0,1.0,2517.0,0,0,1,1.0,1.0,3.2
1226,0.0,9.0,3,4,4.0,3.0,1837.0,1,0,1,2.0,1.0,1.8
1227,0.0,76.0,3,3,2.0,1.0,1551.0,0,1,2,0.0,2.0,1.8
1228,1.0,93.0,4,4,4.0,3.0,3240.0,1,0,2,1.0,1.0,7.0
1229,0.0,9.0,2,2,2.0,1.0,622.0,0,0,1,1.0,0.0,0.5
1230,0.0,94.0,5,5,4.0,3.0,2896.0,0,0,0,1.0,0.0,3.5
1231,1.0,25.0,6,4,0.0,0.0,4000.0,0,0,1,1.0,2.0,5.0
1233,0.0,78.0,3,2,2.0,0.0,1473.0,0,0,1,1.0,0.0,0.91
1234,1.0,25.0,4,4,4.0,0.0,2400.0,1,0,1,1.0,1.0,4.0
1235,0.0,74.0,3,3,3.0,3.0,1950.0,0,0,2,2.0,0.0,2.85
1236,0.0,92.0,2,2,1.0,1.0,704.0,0,0,0,2.0,0.0,0.5
1237,0.0,87.0,3,3,3.0,1.0,1833.0,1,0,1,1.0,0.0,2.1
1238,1.0,79.0,2,2,1.0,3.0,1800.0,0,0,1,1.0,1.0,2.0
1239,0.0,73.0,3,5,4.0,3.0,4271.0,1,0,0,1.0,1.0,6.15
1240,0.0,96.0,3,3,3.0,3.0,1652.0,0,0,1,2.0,1.0,0.92
1241,1.0,33.0,3,2,1.0,3.0,1800.0,0,0,1,1.0,1.0,1.45
1242,0.0,25.0,3,4,4.0,0.0,1738.0,1,0,1,2.0,2.0,1.55
1243,0.0,5.0,4,6,4.0,3.0,2729.0,1,0,2,0.0,2.0,2.36
1244,0.0,6.0,2,2,2.0,4.0,877.0,0,0,1,1.0,0.0,1.2
1245,0.0,105.0,2,2,3.0,0.0,905.0,0,0,1,1.0,1.0,0.5
1246,0.0,14.0,4,4,3.0,3.0,3077.0,1,0,1,2.0,0.0,3.25
